name,scn_name,bus,type,carrier,p_set
51163 central_heat,eGon2035,51163,,central_heat,0.0
51169 central_heat,eGon2035,51169,,central_heat,0.0
51243 central_heat,eGon2035,51243,,central_heat,0.0
51246 central_heat,eGon2035,51246,,central_heat,0.0
51247 central_heat,eGon2035,51247,,central_heat,0.0
51250 central_heat,eGon2035,51250,,central_heat,0.0
51275 central_heat,eGon2035,51275,,central_heat,0.0
51286 central_heat,eGon2035,51286,,central_heat,0.0
51316 central_heat,eGon2035,51316,,central_heat,0.0
51349 central_heat,eGon2035,51349,,central_heat,0.0
51353 central_heat,eGon2035,51353,,central_heat,0.0
51356 central_heat,eGon2035,51356,,central_heat,0.0
51363 central_heat,eGon2035,51363,,central_heat,0.0
51365 central_heat,eGon2035,51365,,central_heat,0.0
51376 central_heat,eGon2035,51376,,central_heat,0.0
51388 central_heat,eGon2035,51388,,central_heat,0.0
51391 central_heat,eGon2035,51391,,central_heat,0.0
51392 central_heat,eGon2035,51392,,central_heat,0.0
51400 central_heat,eGon2035,51400,,central_heat,0.0
51403 central_heat,eGon2035,51403,,central_heat,0.0
51405 central_heat,eGon2035,51405,,central_heat,0.0
51411 central_heat,eGon2035,51411,,central_heat,0.0
51414 central_heat,eGon2035,51414,,central_heat,0.0
51415 central_heat,eGon2035,51415,,central_heat,0.0
51417 central_heat,eGon2035,51417,,central_heat,0.0
51424 central_heat,eGon2035,51424,,central_heat,0.0
51431 central_heat,eGon2035,51431,,central_heat,0.0
51441 central_heat,eGon2035,51441,,central_heat,0.0
51442 central_heat,eGon2035,51442,,central_heat,0.0
51447 central_heat,eGon2035,51447,,central_heat,0.0
51451 central_heat,eGon2035,51451,,central_heat,0.0
51460 central_heat,eGon2035,51460,,central_heat,0.0
51461 central_heat,eGon2035,51461,,central_heat,0.0
51463 central_heat,eGon2035,51463,,central_heat,0.0
51467 central_heat,eGon2035,51467,,central_heat,0.0
51470 central_heat,eGon2035,51470,,central_heat,0.0
51471 central_heat,eGon2035,51471,,central_heat,0.0
51473 central_heat,eGon2035,51473,,central_heat,0.0
51502 central_heat,eGon2035,51502,,central_heat,0.0
51521 central_heat,eGon2035,51521,,central_heat,0.0
51535 central_heat,eGon2035,51535,,central_heat,0.0
51555 central_heat,eGon2035,51555,,central_heat,0.0
51576 central_heat,eGon2035,51576,,central_heat,0.0
51593 central_heat,eGon2035,51593,,central_heat,0.0
51602 central_heat,eGon2035,51602,,central_heat,0.0
51604 central_heat,eGon2035,51604,,central_heat,0.0
51620 central_heat,eGon2035,51620,,central_heat,0.0
51625 central_heat,eGon2035,51625,,central_heat,0.0
51642 central_heat,eGon2035,51642,,central_heat,0.0
51644 central_heat,eGon2035,51644,,central_heat,0.0
51648 central_heat,eGon2035,51648,,central_heat,0.0
51649 central_heat,eGon2035,51649,,central_heat,0.0
51651 central_heat,eGon2035,51651,,central_heat,0.0
51653 central_heat,eGon2035,51653,,central_heat,0.0
51655 central_heat,eGon2035,51655,,central_heat,0.0
51670 central_heat,eGon2035,51670,,central_heat,0.0
51671 central_heat,eGon2035,51671,,central_heat,0.0
51680 central_heat,eGon2035,51680,,central_heat,0.0
51687 central_heat,eGon2035,51687,,central_heat,0.0
51690 central_heat,eGon2035,51690,,central_heat,0.0
51695 central_heat,eGon2035,51695,,central_heat,0.0
51699 central_heat,eGon2035,51699,,central_heat,0.0
51700 central_heat,eGon2035,51700,,central_heat,0.0
51706 central_heat,eGon2035,51706,,central_heat,0.0
51709 central_heat,eGon2035,51709,,central_heat,0.0
51711 central_heat,eGon2035,51711,,central_heat,0.0
51718 central_heat,eGon2035,51718,,central_heat,0.0
51719 central_heat,eGon2035,51719,,central_heat,0.0
51723 central_heat,eGon2035,51723,,central_heat,0.0
51724 central_heat,eGon2035,51724,,central_heat,0.0
51725 central_heat,eGon2035,51725,,central_heat,0.0
51733 central_heat,eGon2035,51733,,central_heat,0.0
51736 central_heat,eGon2035,51736,,central_heat,0.0
51744 central_heat,eGon2035,51744,,central_heat,0.0
51748 central_heat,eGon2035,51748,,central_heat,0.0
51755 central_heat,eGon2035,51755,,central_heat,0.0
51757 central_heat,eGon2035,51757,,central_heat,0.0
51758 central_heat,eGon2035,51758,,central_heat,0.0
51761 central_heat,eGon2035,51761,,central_heat,0.0
51775 central_heat,eGon2035,51775,,central_heat,0.0
51778 central_heat,eGon2035,51778,,central_heat,0.0
51787 central_heat,eGon2035,51787,,central_heat,0.0
51799 central_heat,eGon2035,51799,,central_heat,0.0
51801 central_heat,eGon2035,51801,,central_heat,0.0
51802 central_heat,eGon2035,51802,,central_heat,0.0
51804 central_heat,eGon2035,51804,,central_heat,0.0
51810 central_heat,eGon2035,51810,,central_heat,0.0
51816 central_heat,eGon2035,51816,,central_heat,0.0
51820 central_heat,eGon2035,51820,,central_heat,0.0
51822 central_heat,eGon2035,51822,,central_heat,0.0
51825 central_heat,eGon2035,51825,,central_heat,0.0
51826 central_heat,eGon2035,51826,,central_heat,0.0
51830 central_heat,eGon2035,51830,,central_heat,0.0
51833 central_heat,eGon2035,51833,,central_heat,0.0
51834 central_heat,eGon2035,51834,,central_heat,0.0
51838 central_heat,eGon2035,51838,,central_heat,0.0
51840 central_heat,eGon2035,51840,,central_heat,0.0
51841 central_heat,eGon2035,51841,,central_heat,0.0
51846 central_heat,eGon2035,51846,,central_heat,0.0
51875 central_heat,eGon2035,51875,,central_heat,0.0
51883 central_heat,eGon2035,51883,,central_heat,0.0
51889 central_heat,eGon2035,51889,,central_heat,0.0
51891 central_heat,eGon2035,51891,,central_heat,0.0
51893 central_heat,eGon2035,51893,,central_heat,0.0
51905 central_heat,eGon2035,51905,,central_heat,0.0
51908 central_heat,eGon2035,51908,,central_heat,0.0
51909 central_heat,eGon2035,51909,,central_heat,0.0
51910 central_heat,eGon2035,51910,,central_heat,0.0
51916 central_heat,eGon2035,51916,,central_heat,0.0
51918 central_heat,eGon2035,51918,,central_heat,0.0
51922 central_heat,eGon2035,51922,,central_heat,0.0
51933 central_heat,eGon2035,51933,,central_heat,0.0
51937 central_heat,eGon2035,51937,,central_heat,0.0
51939 central_heat,eGon2035,51939,,central_heat,0.0
51949 central_heat,eGon2035,51949,,central_heat,0.0
51954 central_heat,eGon2035,51954,,central_heat,0.0
51964 central_heat,eGon2035,51964,,central_heat,0.0
51977 central_heat,eGon2035,51977,,central_heat,0.0
51985 central_heat,eGon2035,51985,,central_heat,0.0
52 AC,eGon2035,52,,AC,0.0
52012 central_heat,eGon2035,52012,,central_heat,0.0
52013 central_heat,eGon2035,52013,,central_heat,0.0
52016 central_heat,eGon2035,52016,,central_heat,0.0
52018 central_heat,eGon2035,52018,,central_heat,0.0
52023 rural_heat,eGon2035,52023,,rural_heat,0.0
52024 rural_heat,eGon2035,52024,,rural_heat,0.0
52025 rural_heat,eGon2035,52025,,rural_heat,0.0
52026 rural_heat,eGon2035,52026,,rural_heat,0.0
52027 rural_heat,eGon2035,52027,,rural_heat,0.0
52028 rural_heat,eGon2035,52028,,rural_heat,0.0
52030 rural_heat,eGon2035,52030,,rural_heat,0.0
52031 rural_heat,eGon2035,52031,,rural_heat,0.0
52032 rural_heat,eGon2035,52032,,rural_heat,0.0
52033 rural_heat,eGon2035,52033,,rural_heat,0.0
52034 rural_heat,eGon2035,52034,,rural_heat,0.0
52035 rural_heat,eGon2035,52035,,rural_heat,0.0
52036 rural_heat,eGon2035,52036,,rural_heat,0.0
52037 rural_heat,eGon2035,52037,,rural_heat,0.0
52038 rural_heat,eGon2035,52038,,rural_heat,0.0
52040 rural_heat,eGon2035,52040,,rural_heat,0.0
52041 rural_heat,eGon2035,52041,,rural_heat,0.0
52042 rural_heat,eGon2035,52042,,rural_heat,0.0
52043 rural_heat,eGon2035,52043,,rural_heat,0.0
52044 rural_heat,eGon2035,52044,,rural_heat,0.0
52048 rural_heat,eGon2035,52048,,rural_heat,0.0
52050 rural_heat,eGon2035,52050,,rural_heat,0.0
52052 rural_heat,eGon2035,52052,,rural_heat,0.0
52056 rural_heat,eGon2035,52056,,rural_heat,0.0
52057 rural_heat,eGon2035,52057,,rural_heat,0.0
52058 rural_heat,eGon2035,52058,,rural_heat,0.0
52059 rural_heat,eGon2035,52059,,rural_heat,0.0
52062 rural_heat,eGon2035,52062,,rural_heat,0.0
52063 rural_heat,eGon2035,52063,,rural_heat,0.0
52064 rural_heat,eGon2035,52064,,rural_heat,0.0
52065 rural_heat,eGon2035,52065,,rural_heat,0.0
52066 rural_heat,eGon2035,52066,,rural_heat,0.0
52067 rural_heat,eGon2035,52067,,rural_heat,0.0
52069 rural_heat,eGon2035,52069,,rural_heat,0.0
52070 rural_heat,eGon2035,52070,,rural_heat,0.0
52072 rural_heat,eGon2035,52072,,rural_heat,0.0
52076 rural_heat,eGon2035,52076,,rural_heat,0.0
52077 rural_heat,eGon2035,52077,,rural_heat,0.0
52078 rural_heat,eGon2035,52078,,rural_heat,0.0
52079 rural_heat,eGon2035,52079,,rural_heat,0.0
52083 rural_heat,eGon2035,52083,,rural_heat,0.0
52087 rural_heat,eGon2035,52087,,rural_heat,0.0
52088 rural_heat,eGon2035,52088,,rural_heat,0.0
52090 rural_heat,eGon2035,52090,,rural_heat,0.0
52092 rural_heat,eGon2035,52092,,rural_heat,0.0
52094 rural_heat,eGon2035,52094,,rural_heat,0.0
52095 rural_heat,eGon2035,52095,,rural_heat,0.0
52096 rural_heat,eGon2035,52096,,rural_heat,0.0
52099 rural_heat,eGon2035,52099,,rural_heat,0.0
52101 rural_heat,eGon2035,52101,,rural_heat,0.0
52103 rural_heat,eGon2035,52103,,rural_heat,0.0
52105 rural_heat,eGon2035,52105,,rural_heat,0.0
52106 rural_heat,eGon2035,52106,,rural_heat,0.0
52111 rural_heat,eGon2035,52111,,rural_heat,0.0
52113 rural_heat,eGon2035,52113,,rural_heat,0.0
52129 rural_heat,eGon2035,52129,,rural_heat,0.0
52131 rural_heat,eGon2035,52131,,rural_heat,0.0
52132 rural_heat,eGon2035,52132,,rural_heat,0.0
52136 rural_heat,eGon2035,52136,,rural_heat,0.0
52143 rural_heat,eGon2035,52143,,rural_heat,0.0
52146 rural_heat,eGon2035,52146,,rural_heat,0.0
52147 rural_heat,eGon2035,52147,,rural_heat,0.0
52152 rural_heat,eGon2035,52152,,rural_heat,0.0
52153 rural_heat,eGon2035,52153,,rural_heat,0.0
52160 rural_heat,eGon2035,52160,,rural_heat,0.0
52163 rural_heat,eGon2035,52163,,rural_heat,0.0
52164 rural_heat,eGon2035,52164,,rural_heat,0.0
52168 rural_heat,eGon2035,52168,,rural_heat,0.0
52173 rural_heat,eGon2035,52173,,rural_heat,0.0
52183 rural_heat,eGon2035,52183,,rural_heat,0.0
52189 rural_heat,eGon2035,52189,,rural_heat,0.0
52190 rural_heat,eGon2035,52190,,rural_heat,0.0
52196 rural_heat,eGon2035,52196,,rural_heat,0.0
52207 rural_heat,eGon2035,52207,,rural_heat,0.0
52208 rural_heat,eGon2035,52208,,rural_heat,0.0
52233 rural_heat,eGon2035,52233,,rural_heat,0.0
52240 rural_heat,eGon2035,52240,,rural_heat,0.0
52264 rural_heat,eGon2035,52264,,rural_heat,0.0
52301 rural_heat,eGon2035,52301,,rural_heat,0.0
52316 rural_heat,eGon2035,52316,,rural_heat,0.0
52341 rural_heat,eGon2035,52341,,rural_heat,0.0
52366 rural_heat,eGon2035,52366,,rural_heat,0.0
52375 rural_heat,eGon2035,52375,,rural_heat,0.0
52464 rural_heat,eGon2035,52464,,rural_heat,0.0
52533 rural_heat,eGon2035,52533,,rural_heat,0.0
52835 rural_heat,eGon2035,52835,,rural_heat,0.0
53 AC,eGon2035,53,,AC,0.0
54 AC,eGon2035,54,,AC,0.0
55 AC,eGon2035,55,,AC,0.0
56 AC,eGon2035,56,,AC,0.0
57 AC,eGon2035,57,,AC,0.0
58 AC,eGon2035,58,,AC,0.0
59 AC,eGon2035,59,,AC,0.0
6 AC,eGon2035,6,,AC,0.0
60 AC,eGon2035,60,,AC,0.0
61 AC,eGon2035,61,,AC,0.0
62 AC,eGon2035,62,,AC,0.0
63 AC,eGon2035,63,,AC,0.0
64 AC,eGon2035,64,,AC,0.0
65 AC,eGon2035,65,,AC,0.0
66 AC,eGon2035,66,,AC,0.0
67 AC,eGon2035,67,,AC,0.0
68 AC,eGon2035,68,,AC,0.0
69 AC,eGon2035,69,,AC,0.0
69893 land transport EV,eGon2035,69893,,land transport EV,0.0
69895 land transport EV,eGon2035,69895,,land transport EV,0.0
69897 land transport EV,eGon2035,69897,,land transport EV,0.0
69898 land transport EV,eGon2035,69898,,land transport EV,0.0
69900 land transport EV,eGon2035,69900,,land transport EV,0.0
69905 land transport EV,eGon2035,69905,,land transport EV,0.0
69906 land transport EV,eGon2035,69906,,land transport EV,0.0
69909 land transport EV,eGon2035,69909,,land transport EV,0.0
69911 land transport EV,eGon2035,69911,,land transport EV,0.0
69912 land transport EV,eGon2035,69912,,land transport EV,0.0
69913 land transport EV,eGon2035,69913,,land transport EV,0.0
69923 land transport EV,eGon2035,69923,,land transport EV,0.0
69928 land transport EV,eGon2035,69928,,land transport EV,0.0
69929 land transport EV,eGon2035,69929,,land transport EV,0.0
69931 land transport EV,eGon2035,69931,,land transport EV,0.0
69933 land transport EV,eGon2035,69933,,land transport EV,0.0
69934 land transport EV,eGon2035,69934,,land transport EV,0.0
69936 land transport EV,eGon2035,69936,,land transport EV,0.0
69971 land transport EV,eGon2035,69971,,land transport EV,0.0
69989 land transport EV,eGon2035,69989,,land transport EV,0.0
7 AC,eGon2035,7,,AC,0.0
70 AC,eGon2035,70,,AC,0.0
70023 land transport EV,eGon2035,70023,,land transport EV,0.0
70033 land transport EV,eGon2035,70033,,land transport EV,0.0
70037 land transport EV,eGon2035,70037,,land transport EV,0.0
70050 land transport EV,eGon2035,70050,,land transport EV,0.0
70071 land transport EV,eGon2035,70071,,land transport EV,0.0
70077 land transport EV,eGon2035,70077,,land transport EV,0.0
70082 land transport EV,eGon2035,70082,,land transport EV,0.0
70083 land transport EV,eGon2035,70083,,land transport EV,0.0
70094 land transport EV,eGon2035,70094,,land transport EV,0.0
70096 land transport EV,eGon2035,70096,,land transport EV,0.0
70099 land transport EV,eGon2035,70099,,land transport EV,0.0
70101 land transport EV,eGon2035,70101,,land transport EV,0.0
70124 land transport EV,eGon2035,70124,,land transport EV,0.0
70125 land transport EV,eGon2035,70125,,land transport EV,0.0
70162 land transport EV,eGon2035,70162,,land transport EV,0.0
70176 land transport EV,eGon2035,70176,,land transport EV,0.0
70192 land transport EV,eGon2035,70192,,land transport EV,0.0
70210 land transport EV,eGon2035,70210,,land transport EV,0.0
70218 land transport EV,eGon2035,70218,,land transport EV,0.0
70220 land transport EV,eGon2035,70220,,land transport EV,0.0
70226 land transport EV,eGon2035,70226,,land transport EV,0.0
70235 land transport EV,eGon2035,70235,,land transport EV,0.0
70240 land transport EV,eGon2035,70240,,land transport EV,0.0
70259 land transport EV,eGon2035,70259,,land transport EV,0.0
70263 land transport EV,eGon2035,70263,,land transport EV,0.0
70314 land transport EV,eGon2035,70314,,land transport EV,0.0
70340 land transport EV,eGon2035,70340,,land transport EV,0.0
70356 land transport EV,eGon2035,70356,,land transport EV,0.0
70361 land transport EV,eGon2035,70361,,land transport EV,0.0
70366 land transport EV,eGon2035,70366,,land transport EV,0.0
70370 land transport EV,eGon2035,70370,,land transport EV,0.0
70379 land transport EV,eGon2035,70379,,land transport EV,0.0
70412 land transport EV,eGon2035,70412,,land transport EV,0.0
70422 land transport EV,eGon2035,70422,,land transport EV,0.0
70426 land transport EV,eGon2035,70426,,land transport EV,0.0
70432 land transport EV,eGon2035,70432,,land transport EV,0.0
70458 land transport EV,eGon2035,70458,,land transport EV,0.0
70467 land transport EV,eGon2035,70467,,land transport EV,0.0
70474 land transport EV,eGon2035,70474,,land transport EV,0.0
70488 land transport EV,eGon2035,70488,,land transport EV,0.0
70538 land transport EV,eGon2035,70538,,land transport EV,0.0
70544 land transport EV,eGon2035,70544,,land transport EV,0.0
70567 land transport EV,eGon2035,70567,,land transport EV,0.0
70592 land transport EV,eGon2035,70592,,land transport EV,0.0
70601 land transport EV,eGon2035,70601,,land transport EV,0.0
70605 land transport EV,eGon2035,70605,,land transport EV,0.0
70610 land transport EV,eGon2035,70610,,land transport EV,0.0
70625 land transport EV,eGon2035,70625,,land transport EV,0.0
70629 land transport EV,eGon2035,70629,,land transport EV,0.0
70658 land transport EV,eGon2035,70658,,land transport EV,0.0
70664 land transport EV,eGon2035,70664,,land transport EV,0.0
70675 land transport EV,eGon2035,70675,,land transport EV,0.0
70684 land transport EV,eGon2035,70684,,land transport EV,0.0
70714 land transport EV,eGon2035,70714,,land transport EV,0.0
70763 land transport EV,eGon2035,70763,,land transport EV,0.0
70878 land transport EV,eGon2035,70878,,land transport EV,0.0
70893 land transport EV,eGon2035,70893,,land transport EV,0.0
70956 land transport EV,eGon2035,70956,,land transport EV,0.0
71 AC,eGon2035,71,,AC,0.0
71019 land transport EV,eGon2035,71019,,land transport EV,0.0
71052 land transport EV,eGon2035,71052,,land transport EV,0.0
71347 land transport EV,eGon2035,71347,,land transport EV,0.0
