name,scn_name,bus,carrier,p_nom,p_max_pu,marginal_cost,build_year,efficiency,min_up_time,min_down_time,up_time_before,down_time_before,e_nom_max,control,weight,p_nom_opt
37222 load shedding,,37222,load shedding,50325280.0,1.0,10000.008189037,0,1.0,0,0,1,0,0.0,PQ,50325280.0,50325280.0
4 biomass,eGon2035,4,biomass,150.31075971028977,1.0,42.10877993009308,0,1.0,0,0,0,0,inf,PV,150.31075971028977,150.31075971028977
4 central_biomass_CHP,eGon2035,4,central_biomass_CHP,145.82656301677008,1.0,42.10896563248384,0,1.0,0,0,0,0,inf,PV,145.82656301677008,145.82656301677008
4 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,1064.5601390800575,0.9999999999999999,42.1081235193649,0,0.9999999999999999,0,0,0,0,inf,PV,1064.5601390800575,1064.5601390800575
4 load shedding,,4,load shedding,172472400.0,1.0,10000.008072441671,0,1.0,0,0,1,0,0.0,PQ,172472400.0,172472400.0
4 oil,eGon2035,4,oil,24.8,1.0,101.83419863104844,0,1.0,0,0,0,0,inf,PV,24.8,24.8
4 others,eGon2035,4,others,193.14350482528224,1.0,0.006282266083479749,0,1.0,0,0,0,0,inf,PV,193.14350482528224,193.14350482528224
4 reservoir,eGon2035,4,reservoir,16.159556461823463,0.65,0.007903555334329532,0,1.0,0,0,0,0,inf,PV,16.159556461823463,16.159556461823463
4 run_of_river,eGon2035,4,run_of_river,1463.843627321279,0.65,0.007698629992341821,0,1.0,0,0,0,0,inf,PV,1463.843627321279,1463.843627321279
4 solar,eGon2035,4,solar,6519.481016067171,1.0,0.018063466271372154,0,1.0,0,0,0,0,inf,PV,6519.481016067171,6519.481016067171
4 solar_rooftop,eGon2035,4,solar_rooftop,24055.67423460677,1.0,0.018070175198484733,0,1.0,0,0,0,0,inf,PV,24055.67423460677,24055.67423460677
4 wind_onshore,eGon2035,4,wind_onshore,12121.928524248937,1.0,1.3077142883823991,0,1.0,0,0,0,0,inf,PV,12121.928524248937,12121.928524248937
41648 load shedding,,41648,load shedding,33827920.0,1.0,10000.007928095092,0,1.0,0,0,1,0,0.0,PQ,33827920.0,33827920.0
42100 load shedding,,42100,load shedding,69655520.0,1.0,10000.007946862128,0,1.0,0,0,1,0,0.0,PQ,69655520.0,69655520.0
42102 load shedding,,42102,load shedding,46825840.0,1.0,10000.008010534122,0,1.0,0,0,1,0,0.0,PQ,46825840.0,46825840.0
42106 load shedding,,42106,load shedding,66822640.0,1.0,10000.007828864162,0,1.0,0,0,1,0,0.0,PQ,66822640.0,66822640.0
43534 load shedding,,43534,load shedding,48908840.0,1.0,10000.00826505302,0,1.0,0,0,1,0,0.0,PQ,48908840.0,48908840.0
43761 load shedding,,43761,load shedding,749880.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,749880.0,749880.0
43761 oil,eGon2035,43761,oil,84.20300295,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,84.20300295,84.20300295
43761 others,eGon2035,43761,others,1552.2437133000003,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,1552.2437133000003,1552.2437133000003
43761 reservoir,eGon2035,43761,reservoir,8301.08374,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,8301.08374,8301.08374
43761 run_of_river,eGon2035,43761,run_of_river,6217.211426,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,6217.211426,6217.211426
43761 solar,eGon2035,43761,solar,22500.0,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,22500.0,22500.0
43761 wind_onshore,eGon2035,43761,wind_onshore,12500.0,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,12500.0,12500.0
43762 coal,eGon2035,43762,coal,615.78599922,1.0,49.3682865251626,0,1.0,0,0,0,0,inf,PV,615.78599922,615.78599922
43762 load shedding,,43762,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43762 oil,eGon2035,43762,oil,158.2999992,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,158.2999992,158.2999992
43762 others,eGon2035,43762,others,1530.1999969,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,1530.1999969,1530.1999969
43762 run_of_river,eGon2035,43762,run_of_river,148.1999969,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,148.1999969,148.1999969
43762 solar,eGon2035,43762,solar,16443.135739999998,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,16443.135739999998,16443.135739999998
43762 wind_offshore,eGon2035,43762,wind_offshore,5250.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,5250.0,5250.0
43762 wind_onshore,eGon2035,43762,wind_onshore,7465.0490675,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,7465.0490675,7465.0490675
43763 load shedding,,43763,load shedding,249960.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43763 nuclear,eGon2035,43763,nuclear,595.0,1.0,5.2407865251626,0,1.0,0,0,0,0,inf,PV,595.0,595.0
43763 others,eGon2035,43763,others,2086.8406982,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,2086.8406982,2086.8406982
43763 reservoir,eGon2035,43763,reservoir,8152.0,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,8152.0,8152.0
43763 run_of_river,eGon2035,43763,run_of_river,4113.0,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,4113.0,4113.0
43763 solar,eGon2035,43763,solar,14364.3525,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,14364.3525,14364.3525
43763 wind_onshore,eGon2035,43763,wind_onshore,1551.0,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,1551.0,1551.0
43764 coal,eGon2035,43764,coal,186.0,1.0,49.3682865251626,0,1.0,0,0,0,0,inf,PV,186.0,186.0
43764 lignite,eGon2035,43764,lignite,2967.69999245,1.0,37.605286525162605,0,1.0,0,0,0,0,inf,PV,2967.69999245,2967.69999245
43764 load shedding,,43764,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43764 nuclear,eGon2035,43764,nuclear,4041.0,1.0,5.2407865251626,0,1.0,0,0,0,0,inf,PV,4041.0,4041.0
43764 oil,eGon2035,43764,oil,6.94999981,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,6.94999981,6.94999981
43764 others,eGon2035,43764,others,2289.3577880000003,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,2289.3577880000003,2289.3577880000003
43764 reservoir,eGon2035,43764,reservoir,1170.3999939,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,1170.3999939,1170.3999939
43764 run_of_river,eGon2035,43764,run_of_river,395.0,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,395.0,395.0
43764 solar,eGon2035,43764,solar,14499.5,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,14499.5,14499.5
43764 wind_onshore,eGon2035,43764,wind_onshore,7761.234055,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,7761.234055,7761.234055
43765 coal,eGon2035,43765,coal,447.0,1.0,49.3682865251626,0,1.0,0,0,0,0,inf,PV,447.0,447.0
43765 load shedding,,43765,load shedding,249960.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43765 oil,eGon2035,43765,oil,200.0,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,200.0,200.0
43765 others,eGon2035,43765,others,578.3999939,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,578.3999939,578.3999939
43765 solar,eGon2035,43765,solar,3943.5,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,3943.5,3943.5
43765 wind_offshore,eGon2035,43765,wind_offshore,4600.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,4600.0,4600.0
43765 wind_onshore,eGon2035,43765,wind_onshore,4564.5,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,4564.5,4564.5
43766 coal,eGon2035,43766,coal,320.0,1.0,49.3682865251626,0,1.0,0,0,0,0,inf,PV,320.0,320.0
43766 load shedding,,43766,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43766 oil,eGon2035,43766,oil,212.00000001,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,212.00000001,212.00000001
43766 others,eGon2035,43766,others,315.20500943,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,315.20500943,315.20500943
43766 solar,eGon2035,43766,solar,1690.0,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,1690.0,1690.0
43766 wind_offshore,eGon2035,43766,wind_offshore,1809.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,1809.0,1809.0
43766 wind_onshore,eGon2035,43766,wind_onshore,1300.0,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,1300.0,1300.0
43767 load shedding,,43767,load shedding,249960.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43767 nuclear,eGon2035,43767,nuclear,53597.0,1.0,5.2407865251626,0,1.0,0,0,0,0,inf,PV,53597.0,53597.0
43767 oil,eGon2035,43767,oil,76.0,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,76.0,76.0
43767 others,eGon2035,43767,others,4431.7999767599995,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,4431.7999767599995,4431.7999767599995
43767 reservoir,eGon2035,43767,reservoir,10094.0,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,10094.0,10094.0
43767 run_of_river,eGon2035,43767,run_of_river,13638.0,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,13638.0,13638.0
43767 solar,eGon2035,43767,solar,60622.60725,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,60622.60725,60622.60725
43767 wind_offshore,eGon2035,43767,wind_offshore,4000.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,4000.0,4000.0
43767 wind_onshore,eGon2035,43767,wind_onshore,67433.11411380001,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,67433.11411380001,67433.11411380001
43768 lignite,eGon2035,43768,lignite,18.0,1.0,37.605286525162605,0,1.0,0,0,0,0,inf,PV,18.0,18.0
43768 load shedding,,43768,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43768 oil,eGon2035,43768,oil,194.00000001,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,194.00000001,194.00000001
43768 others,eGon2035,43768,others,325.0,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,325.0,325.0
43768 solar,eGon2035,43768,solar,1237.9538499999999,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,1237.9538499999999,1237.9538499999999
43768 wind_onshore,eGon2035,43768,wind_onshore,2404.5,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,2404.5,2404.5
43769 coal,eGon2035,43769,coal,3402.0,1.0,49.3682865251626,0,1.0,0,0,0,0,inf,PV,3402.0,3402.0
43769 load shedding,,43769,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43769 nuclear,eGon2035,43769,nuclear,5111.5,1.0,5.2407865251626,0,1.0,0,0,0,0,inf,PV,5111.5,5111.5
43769 oil,eGon2035,43769,oil,371.00000003,1.0,101.8727865251626,0,1.0,0,0,0,0,inf,PV,371.00000003,371.00000003
43769 others,eGon2035,43769,others,4700.411133,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,4700.411133,4700.411133
43769 run_of_river,eGon2035,43769,run_of_river,1969.352051,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,1969.352051,1969.352051
43769 solar,eGon2035,43769,solar,47966.680995,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,47966.680995,47966.680995
43769 wind_offshore,eGon2035,43769,wind_offshore,19335.15,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,19335.15,19335.15
43769 wind_onshore,eGon2035,43769,wind_onshore,25168.151905,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,25168.151905,25168.151905
43770 load shedding,,43770,load shedding,166640.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,166640.0,166640.0
43771 load shedding,,43771,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43771 nuclear,eGon2035,43771,nuclear,243.0,1.0,5.2407865251626,0,1.0,0,0,0,0,inf,PV,243.0,243.0
43771 others,eGon2035,43771,others,4310.0,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,4310.0,4310.0
43771 run_of_river,eGon2035,43771,run_of_river,46.57143021,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,46.57143021,46.57143021
43771 solar,eGon2035,43771,solar,20020.0,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,20020.0,20020.0
43771 wind_offshore,eGon2035,43771,wind_offshore,8360.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,8360.0,8360.0
43771 wind_onshore,eGon2035,43771,wind_onshore,13633.24947,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,13633.24947,13633.24947
43772 load shedding,,43772,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43772 others,eGon2035,43772,others,341.30299759,0.9999999999999998,0.04078652516259929,0,0.9999999999999998,0,0,0,0,inf,PV,341.30299759,341.30299759
43772 reservoir,eGon2035,43772,reservoir,36062.200194,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,36062.200194,36062.200194
43772 solar,eGon2035,43772,solar,2000.0,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,2000.0,2000.0
43772 wind_onshore,eGon2035,43772,wind_onshore,9217.9594595,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,9217.9594595,9217.9594595
43773 coal,eGon2035,43773,coal,8437.217028500001,1.0,49.3682865251626,0,1.0,0,0,0,0,inf,PV,8437.217028500001,8437.217028500001
43773 lignite,eGon2035,43773,lignite,3505.8599857,1.0,37.605286525162605,0,1.0,0,0,0,0,inf,PV,3505.8599857,3505.8599857
43773 load shedding,,43773,load shedding,249960.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43773 others,eGon2035,43773,others,9161.5,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,9161.5,9161.5
43773 reservoir,eGon2035,43773,reservoir,362.5,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,362.5,362.5
43773 run_of_river,eGon2035,43773,run_of_river,536.5,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,536.5,536.5
43773 solar,eGon2035,43773,solar,22190.819985000002,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,22190.819985000002,22190.819985000002
43773 wind_offshore,eGon2035,43773,wind_offshore,2400.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,2400.0,2400.0
43773 wind_onshore,eGon2035,43773,wind_onshore,18065.333720000002,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,18065.333720000002,18065.333720000002
43774 load shedding,,43774,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43774 nuclear,eGon2035,43774,nuclear,2925.5,1.0,5.2407865251626,0,1.0,0,0,0,0,inf,PV,2925.5,2925.5
43774 others,eGon2035,43774,others,4185.0,1.0,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,4185.0,4185.0
43774 reservoir,eGon2035,43774,reservoir,16630.0,0.65,0.04078652516259929,0,1.0,0,0,0,0,inf,PV,16630.0,16630.0
43774 solar,eGon2035,43774,solar,7551.0714284999995,1.0,0.050786525162599294,0,1.0,0,0,0,0,inf,PV,7551.0714284999995,7551.0714284999995
43774 wind_offshore,eGon2035,43774,wind_offshore,750.0,1.0,2.6007865251625994,0,1.0,0,0,0,0,inf,PV,750.0,750.0
43774 wind_onshore,eGon2035,43774,wind_onshore,27075.605246500003,1.0,1.3407865251625994,0,1.0,0,0,0,0,inf,PV,27075.605246500003,27075.605246500003
48623 CH4,eGon2035,48623,CH4,1223.8263116666665,1.0,30.376595360048114,0,1.0,0,0,0,0,10276424.977699999,Slack,1223.8263116666665,1223.8263116666665
48623 load shedding,,48623,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48624 CH4,eGon2035,48624,CH4,22992.144076458335,1.0,25.6407865251626,0,1.0,0,0,0,0,5938145.446044999,Slack,22992.144076458335,22992.144076458335
48624 load shedding,,48624,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48625 load shedding,,48625,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48626 CH4,eGon2035,48626,CH4,1145.198149375,1.0,29.81403417183162,0,1.0,0,0,0,0,10031935.788525,Slack,1145.198149375,1145.198149375
48626 load shedding,,48626,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48627 CH4,eGon2035,48627,CH4,3411.7605122916666,1.0,36.63637054532604,0,1.0,0,0,0,0,27624196.192675,Slack,3411.7605122916666,3411.7605122916666
48627 load shedding,,48627,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48628 CH4,eGon2035,48628,CH4,66666.77280984167,1.0,25.6407865251626,0,1.0,0,0,0,0,102689225.3045,Slack,66666.77280984167,66666.77280984167
48628 load shedding,,48628,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48629 CH4,eGon2035,48629,CH4,114009.58196449144,1.0,27.57325936648861,0,1.0,0,0,0,0,144936842.828125,Slack,114009.58196449144,114009.58196449144
48629 load shedding,,48629,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48630 CH4,eGon2035,48630,CH4,91.826031,1.0,35.12388883556847,0,1.0,0,0,0,0,581746.0315599999,Slack,91.826031,91.826031
48630 load shedding,,48630,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48631 CH4,eGon2035,48631,CH4,24654.71423279167,1.0,27.421902613649852,0,1.0,0,0,0,0,47180266.330425,Slack,24654.71423279167,24654.71423279167
48631 load shedding,,48631,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48632 load shedding,,48632,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48633 CH4,eGon2035,48633,CH4,14680.832195275001,1.0,30.788129269527058,0,1.0,0,0,0,0,69781520.032725,Slack,14680.832195275001,14680.832195275001
48633 load shedding,,48633,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48634 CH4,eGon2035,48634,CH4,6417.153026700132,1.0,25.6407865251626,0,1.0,0,0,0,0,16359361.19955,Slack,6417.153026700132,6417.153026700132
48634 load shedding,,48634,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48636 CH4,eGon2035,48636,CH4,1000000000.0,1.0,41.0172865251626,0,1.0,0,0,0,0,inf,Slack,1000000000.0,1000000000.0
48636 load shedding,,48636,load shedding,83320.0,1.0,10000.040786525162,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48637 load shedding,,48637,load shedding,5082520.0,1.0,10000.007661247604,0,1.0,0,0,1,0,0.0,PQ,5082520.0,5082520.0
48679 load shedding,,48679,load shedding,6082360.0,1.0,10000.008291968357,0,1.0,0,0,1,0,0.0,PQ,6082360.0,6082360.0
48681 load shedding,,48681,load shedding,3332800.0,1.0,10000.008876080883,0,1.0,0,0,1,0,0.0,PQ,3332800.0,3332800.0
48701 load shedding,,48701,load shedding,3666080.0,1.0,10000.007232526512,0,1.0,0,0,1,0,0.0,PQ,3666080.0,3666080.0
49887 load shedding,,49887,load shedding,83320.0,1.0,10000.007044444832,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
5 biomass,eGon2035,5,biomass,167.15914290475698,1.0000000000000002,42.10826709681332,0,1.0000000000000002,0,0,0,0,inf,PV,167.15914290475698,167.15914290475698
